country,date,infections,infections_new,infections_new_normed,deaths,deaths_new,deaths_per_infection,deaths_per_infection_new,datetime
Tanzania, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Thailand, 2/9/2020,32.0,0.0,2.6,0.0,0.0,0.0,,2020-02-09
Timor-Leste, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Togo, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Trinidad and Tobago, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Tunisia, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Turkey, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Uganda, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Ukraine, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
United Arab Emirates, 2/9/2020,7.0,0.0,0.4,0.0,0.0,0.0,,2020-02-09
United Kingdom, 2/9/2020,3.0,0.0,0.2,0.0,0.0,0.0,,2020-02-09
Uruguay, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
US, 2/9/2020,11.0,0.0,0.0,0.0,0.0,0.0,,2020-02-09
Uzbekistan, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Venezuela, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Vietnam, 2/9/2020,13.0,0.0,1.0,0.0,0.0,0.0,,2020-02-09
West Bank and Gaza, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Zambia, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Zimbabwe, 2/9/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-09
Afghanistan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Albania, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Algeria, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Andorra, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Angola, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Antigua and Barbuda, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Argentina, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Armenia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Australia, 2/10/2020,15.0,0.0,0.4,0.0,0.0,0.0,,2020-02-10
Austria, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Azerbaijan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bahamas, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bahrain, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bangladesh, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Barbados, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Belarus, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Belgium, 2/10/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Belize, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Benin, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bhutan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bolivia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bosnia and Herzegovina, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Brazil, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Brunei, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Bulgaria, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Burkina Faso, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Burma, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Cabo Verde, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Cambodia, 2/10/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Cameroon, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Canada, 2/10/2020,7.0,0.0,0.6,0.0,0.0,0.0,,2020-02-10
Central African Republic, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Chad, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Chile, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
China, 2/10/2020,42354.0,2525.0,3224.3999999999996,1012.0,107.0,0.023893847098266988,0.04237623762376238,2020-02-10
Colombia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Congo (Brazzaville), 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Congo (Kinshasa), 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Costa Rica, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Cote d'Ivoire, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Croatia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Cuba, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Cyprus, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Czechia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Denmark, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Diamond Princess, 2/10/2020,135.0,71.0,12.8,0.0,0.0,0.0,0.0,2020-02-10
Djibouti, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Dominica, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Dominican Republic, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Ecuador, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Egypt, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
El Salvador, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Equatorial Guinea, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Eritrea, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Estonia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Eswatini, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Ethiopia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Fiji, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Finland, 2/10/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
France, 2/10/2020,11.0,0.0,1.0,0.0,0.0,0.0,,2020-02-10
Gabon, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Gambia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Georgia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Germany, 2/10/2020,14.0,0.0,0.4,0.0,0.0,0.0,,2020-02-10
Ghana, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Greece, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Grenada, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Guatemala, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Guinea, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Guinea-Bissau, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Guyana, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Haiti, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Holy See, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Honduras, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Hungary, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Iceland, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
India, 2/10/2020,3.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Indonesia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Iran, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Iraq, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Ireland, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Israel, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Italy, 2/10/2020,3.0,0.0,0.2,0.0,0.0,0.0,,2020-02-10
Jamaica, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Japan, 2/10/2020,26.0,0.0,0.8,0.0,0.0,0.0,,2020-02-10
Jordan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Kazakhstan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Kenya, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
"Korea, South", 2/10/2020,27.0,2.0,1.8,0.0,0.0,0.0,0.0,2020-02-10
Kosovo, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Kuwait, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Kyrgyzstan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Laos, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Latvia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Lebanon, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Liberia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Libya, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Liechtenstein, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Lithuania, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Luxembourg, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Madagascar, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Malaysia, 2/10/2020,18.0,2.0,1.2,0.0,0.0,0.0,0.0,2020-02-10
Maldives, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Mali, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Malta, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Mauritania, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Mauritius, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Mexico, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Moldova, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Monaco, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Mongolia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Montenegro, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Morocco, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Mozambique, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
MS Zaandam, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Namibia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Nepal, 2/10/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Netherlands, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
New Zealand, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Nicaragua, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Niger, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Nigeria, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
North Macedonia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Norway, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Oman, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Pakistan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Panama, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Papua New Guinea, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Paraguay, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Peru, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Philippines, 2/10/2020,3.0,0.0,0.2,1.0,0.0,0.3333333333333333,,2020-02-10
Poland, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Portugal, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Qatar, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Romania, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Russia, 2/10/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Rwanda, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Saint Kitts and Nevis, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Saint Lucia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Saint Vincent and the Grenadines, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
San Marino, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Saudi Arabia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Senegal, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Serbia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Seychelles, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Singapore, 2/10/2020,45.0,5.0,3.2,0.0,0.0,0.0,0.0,2020-02-10
Slovakia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Slovenia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Somalia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
South Africa, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Spain, 2/10/2020,2.0,0.0,0.2,0.0,0.0,0.0,,2020-02-10
Sri Lanka, 2/10/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Sudan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Suriname, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Sweden, 2/10/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Switzerland, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Syria, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Taiwan*, 2/10/2020,18.0,0.0,1.4,0.0,0.0,0.0,,2020-02-10
Tanzania, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Thailand, 2/10/2020,32.0,0.0,1.4,0.0,0.0,0.0,,2020-02-10
Timor-Leste, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Togo, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Trinidad and Tobago, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Tunisia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Turkey, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Uganda, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Ukraine, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
United Arab Emirates, 2/10/2020,8.0,1.0,0.4,0.0,0.0,0.0,0.0,2020-02-10
United Kingdom, 2/10/2020,8.0,5.0,0.2,0.0,0.0,0.0,0.0,2020-02-10
Uruguay, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
US, 2/10/2020,11.0,0.0,0.0,0.0,0.0,0.0,,2020-02-10
Uzbekistan, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Venezuela, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Vietnam, 2/10/2020,14.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-02-10
West Bank and Gaza, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Zambia, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Zimbabwe, 2/10/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-10
Afghanistan, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Albania, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Algeria, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Andorra, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Angola, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Antigua and Barbuda, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Argentina, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Armenia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Australia, 2/11/2020,15.0,0.0,0.4,0.0,0.0,0.0,,2020-02-11
Austria, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Azerbaijan, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bahamas, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bahrain, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bangladesh, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Barbados, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Belarus, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Belgium, 2/11/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-11
Belize, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Benin, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bhutan, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bolivia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bosnia and Herzegovina, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Brazil, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Brunei, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Bulgaria, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Burkina Faso, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Burma, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Cabo Verde, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Cambodia, 2/11/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-11
Cameroon, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Canada, 2/11/2020,7.0,0.0,0.4,0.0,0.0,0.0,,2020-02-11
Central African Republic, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Chad, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Chile, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
China, 2/11/2020,44386.0,2032.0,2982.799999999999,1112.0,100.0,0.025052944622178164,0.04921259842519685,2020-02-11
Colombia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Congo (Brazzaville), 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Congo (Kinshasa), 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Costa Rica, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Cote d'Ivoire, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Croatia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Cuba, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Cyprus, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Czechia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Denmark, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Diamond Princess, 2/11/2020,135.0,0.0,27.0,0.0,0.0,0.0,,2020-02-11
Djibouti, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Dominica, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Dominican Republic, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Ecuador, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Egypt, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
El Salvador, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Equatorial Guinea, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Eritrea, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Estonia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Eswatini, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Ethiopia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Fiji, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Finland, 2/11/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-11
France, 2/11/2020,11.0,0.0,1.0,0.0,0.0,0.0,,2020-02-11
Gabon, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Gambia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Georgia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Germany, 2/11/2020,16.0,2.0,0.4,0.0,0.0,0.0,0.0,2020-02-11
Ghana, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Greece, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Grenada, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Guatemala, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Guinea, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Guinea-Bissau, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Guyana, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Haiti, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Holy See, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Honduras, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Hungary, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Iceland, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
India, 2/11/2020,3.0,0.0,0.0,0.0,0.0,0.0,,2020-02-11
Indonesia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Iran, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Iraq, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Ireland, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Israel, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Italy, 2/11/2020,3.0,0.0,0.2,0.0,0.0,0.0,,2020-02-11
Jamaica, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Japan, 2/11/2020,26.0,0.0,0.8,0.0,0.0,0.0,,2020-02-11
Jordan, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Kazakhstan, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Kenya, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
"Korea, South", 2/11/2020,28.0,1.0,1.6,0.0,0.0,0.0,0.0,2020-02-11
Kosovo, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Kuwait, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Kyrgyzstan, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Laos, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Latvia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Lebanon, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Liberia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Libya, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Liechtenstein, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Lithuania, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Luxembourg, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Madagascar, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Malaysia, 2/11/2020,18.0,0.0,1.2,0.0,0.0,0.0,,2020-02-11
Maldives, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Mali, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Malta, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Mauritania, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Mauritius, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Mexico, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Moldova, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Monaco, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Mongolia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Montenegro, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Morocco, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Mozambique, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
MS Zaandam, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Namibia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Nepal, 2/11/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-11
Netherlands, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
New Zealand, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Nicaragua, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Niger, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Nigeria, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
North Macedonia, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
Norway, 2/11/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-11
