country,date,infections,infections_new,infections_new_normed,deaths,deaths_new,deaths_per_infection,deaths_per_infection_new,datetime,continent
Eritrea, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Estonia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Eswatini, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Ethiopia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Fiji, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Oceania
Finland, 2/22/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Europe
France, 2/22/2020,12.0,0.0,0.0,1.0,0.0,0.08333333333333333,,2020-02-22,Europe
Gabon, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Gambia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Georgia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Germany, 2/22/2020,16.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Europe
Ghana, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Greece, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Grenada, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Guatemala, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Guinea, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Guinea-Bissau, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Guyana, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,South America
Haiti, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Holy See, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Honduras, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Hungary, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Iceland, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
India, 2/22/2020,3.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Asia
Indonesia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Iran, 2/22/2020,28.0,10.0,3.6,5.0,1.0,0.17857142857142858,0.1,2020-02-22,Asia
Iraq, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Ireland, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Israel, 2/22/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-02-22,Asia
Italy, 2/22/2020,62.0,42.0,3.4,2.0,1.0,0.03225806451612903,0.023809523809523808,2020-02-22,Europe
Jamaica, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Japan, 2/22/2020,122.0,17.0,9.2,1.0,0.0,0.00819672131147541,0.0,2020-02-22,Asia
Jordan, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Kazakhstan, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Kenya, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
"Korea, South", 2/22/2020,433.0,229.0,35.0,2.0,0.0,0.004618937644341801,0.0,2020-02-22,Asia
Kosovo, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Kuwait, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Kyrgyzstan, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Laos, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Latvia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Lebanon, 2/22/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-02-22,Asia
Liberia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Libya, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Liechtenstein, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Lithuania, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Luxembourg, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Madagascar, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Malaysia, 2/22/2020,22.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Asia
Maldives, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Mali, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Malta, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Mauritania, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Mauritius, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Mexico, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Moldova, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Monaco, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Mongolia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Montenegro, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Morocco, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Mozambique, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
MS Zaandam, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Other
Namibia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Nepal, 2/22/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Asia
Netherlands, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
New Zealand, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Oceania
Nicaragua, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Niger, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Nigeria, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
North Macedonia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Norway, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Oman, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Pakistan, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Panama, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Papua New Guinea, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Oceania
Paraguay, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,South America
Peru, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,South America
Philippines, 2/22/2020,3.0,0.0,0.0,1.0,0.0,0.3333333333333333,,2020-02-22,Asia
Poland, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Portugal, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Qatar, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Romania, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Russia, 2/22/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Europe
Rwanda, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Saint Kitts and Nevis, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Saint Lucia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Saint Vincent and the Grenadines, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
San Marino, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Saudi Arabia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Senegal, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Serbia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Seychelles, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Singapore, 2/22/2020,85.0,0.0,2.0,0.0,0.0,0.0,,2020-02-22,Asia
Slovakia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Slovenia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Somalia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
South Africa, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Spain, 2/22/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Europe
Sri Lanka, 2/22/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Asia
Sudan, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Suriname, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,South America
Sweden, 2/22/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Europe
Switzerland, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
Syria, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Taiwan*, 2/22/2020,26.0,0.0,1.2,1.0,0.0,0.038461538461538464,,2020-02-22,Asia
Tanzania, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Thailand, 2/22/2020,35.0,0.0,0.2,0.0,0.0,0.0,,2020-02-22,Asia
Timor-Leste, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Togo, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Trinidad and Tobago, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,North America
Tunisia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Turkey, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Uganda, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Ukraine, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Europe
United Arab Emirates, 2/22/2020,13.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-02-22,Asia
United Kingdom, 2/22/2020,9.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Europe
Uruguay, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,South America
US, 2/22/2020,15.0,0.0,0.4,0.0,0.0,0.0,,2020-02-22,North America
Uzbekistan, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Venezuela, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,South America
Vietnam, 2/22/2020,16.0,0.0,0.0,0.0,0.0,0.0,,2020-02-22,Asia
West Bank and Gaza, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Asia
Zambia, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Zimbabwe, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Botswana, 2/22/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-22,Africa
Afghanistan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Albania, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Algeria, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Andorra, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Angola, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Antigua and Barbuda, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Argentina, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Armenia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Australia, 2/23/2020,15.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Oceania
Austria, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Azerbaijan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Bahamas, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Bahrain, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Bangladesh, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Barbados, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Belarus, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Belgium, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Europe
Belize, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Benin, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Bhutan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Bolivia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Bosnia and Herzegovina, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Brazil, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Brunei, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Bulgaria, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Burkina Faso, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Burma, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Cabo Verde, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Cambodia, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Asia
Cameroon, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Canada, 2/23/2020,9.0,0.0,0.2,0.0,0.0,0.0,,2020-02-23,North America
Central African Republic, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Chad, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Chile, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
China, 2/23/2020,77022.0,21.0,913.4,2445.0,2.0,0.03174417698839293,0.09523809523809523,2020-02-23,Asia
Colombia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Congo (Brazzaville), 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Congo (Kinshasa), 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Costa Rica, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Cote d'Ivoire, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Croatia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Cuba, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Cyprus, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Czechia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Denmark, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Diamond Princess, 2/23/2020,691.0,57.0,36.0,3.0,1.0,0.004341534008683068,0.017543859649122806,2020-02-23,Other
Djibouti, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Dominica, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Dominican Republic, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Ecuador, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Egypt, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Africa
El Salvador, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Equatorial Guinea, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Eritrea, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Estonia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Eswatini, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Ethiopia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Fiji, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Oceania
Finland, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Europe
France, 2/23/2020,12.0,0.0,0.0,1.0,0.0,0.08333333333333333,,2020-02-23,Europe
Gabon, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Gambia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Georgia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Germany, 2/23/2020,16.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Europe
Ghana, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Greece, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Grenada, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Guatemala, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Guinea, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Guinea-Bissau, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Guyana, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Haiti, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Holy See, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Honduras, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Hungary, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Iceland, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
India, 2/23/2020,3.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Asia
Indonesia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Iran, 2/23/2020,43.0,15.0,5.6,8.0,3.0,0.18604651162790697,0.2,2020-02-23,Asia
Iraq, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Ireland, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Israel, 2/23/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-02-23,Asia
Italy, 2/23/2020,155.0,93.0,11.8,3.0,1.0,0.01935483870967742,0.010752688172043012,2020-02-23,Europe
Jamaica, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Japan, 2/23/2020,147.0,25.0,11.2,1.0,0.0,0.006802721088435374,0.0,2020-02-23,Asia
Jordan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Kazakhstan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Kenya, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
"Korea, South", 2/23/2020,602.0,169.0,80.6,6.0,4.0,0.009966777408637873,0.023668639053254437,2020-02-23,Asia
Kosovo, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Kuwait, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Kyrgyzstan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Laos, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Latvia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Lebanon, 2/23/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-02-23,Asia
Liberia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Libya, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Liechtenstein, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Lithuania, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Luxembourg, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Madagascar, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Malaysia, 2/23/2020,22.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Asia
Maldives, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Mali, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Malta, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Mauritania, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Mauritius, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Mexico, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Moldova, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Monaco, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Mongolia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Montenegro, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Morocco, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Mozambique, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
MS Zaandam, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Other
Namibia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Nepal, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Asia
Netherlands, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
New Zealand, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Oceania
Nicaragua, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Niger, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Nigeria, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
North Macedonia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Norway, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Oman, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Pakistan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Panama, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Papua New Guinea, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Oceania
Paraguay, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Peru, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Philippines, 2/23/2020,3.0,0.0,0.0,1.0,0.0,0.3333333333333333,,2020-02-23,Asia
Poland, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Portugal, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Qatar, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Romania, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Russia, 2/23/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Europe
Rwanda, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Saint Kitts and Nevis, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Saint Lucia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Saint Vincent and the Grenadines, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
San Marino, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Saudi Arabia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Senegal, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Serbia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Seychelles, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Singapore, 2/23/2020,89.0,4.0,1.6,0.0,0.0,0.0,0.0,2020-02-23,Asia
Slovakia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Slovenia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Somalia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
South Africa, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Spain, 2/23/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Europe
Sri Lanka, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Asia
Sudan, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Suriname, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,South America
Sweden, 2/23/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Europe
Switzerland, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
Syria, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Taiwan*, 2/23/2020,28.0,2.0,0.8,1.0,0.0,0.03571428571428571,0.0,2020-02-23,Asia
Tanzania, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Thailand, 2/23/2020,35.0,0.0,0.0,0.0,0.0,0.0,,2020-02-23,Asia
Timor-Leste, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Togo, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Trinidad and Tobago, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,North America
Tunisia, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Turkey, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Asia
Uganda, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Africa
Ukraine, 2/23/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-23,Europe
